generation,member,lr,metric,metric_delta,metric_ema,metric_ema_delta,state,direction_streak,action,reason,action_ready,safety_check,proposed_lr,bounded_lr,applied
17,fixed_lr_10p5e-6,1.05e-05,0.38550677397530597,0.003770969849622885,0.38732790802598516,0.001821134050679185,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
17,fixed_lr_12e-6,1.2e-05,0.38265434554888567,0.0038668311858383597,0.3849615843216184,0.002307238772732756,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
17,fixed_lr_14e-6,1.4e-05,0.38190398495521394,0.003134210978562202,0.3838387929213818,0.0019348079661678508,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
18,fixed_lr_3e-6,3e-06,0.4076582431495046,1.1555246216321535e-05,0.40835914296751485,0.0007008998180102477,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
18,fixed_lr_4p5e-6,4.5e-06,0.39823073925852814,0.0006577551996976849,0.39902444270125,0.0007937034427218381,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
18,fixed_lr_6e-6,6e-06,0.39049633930155936,0.005361090328228124,0.3939393790401036,0.0034430397385442624,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
18,fixed_lr_7p5e-6,7.5e-06,0.39058963312596096,-0.0008726465148015672,0.39081496901869484,0.0002253358927339355,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
18,fixed_lr_9e-6,9e-06,0.3845412954788908,0.0009315727522123396,0.3863464862340129,0.001805190755122088,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
18,fixed_lr_10p5e-6,1.05e-05,0.3855039620054497,2.8119698562978357e-06,0.3864159350157174,0.0009119730102677415,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
18,fixed_lr_12e-6,1.2e-05,0.3856701396693768,-0.003015794120491133,0.3853158619954976,-0.0003542776738791886,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
18,fixed_lr_14e-6,1.4e-05,0.38159264612267,0.00031133883254391703,0.3827157195220259,0.0011230733993559117,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
19,fixed_lr_3e-6,3e-06,0.40210754045411745,0.005550702695387155,0.40523334171081615,0.0031258012566987015,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
19,fixed_lr_4p5e-6,4.5e-06,0.3977006923903049,0.0005300468682232218,0.3983625675457775,0.0006618751554725022,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
19,fixed_lr_6e-6,6e-06,0.3905397257933797,-4.338649182034082e-05,0.3922395524167417,0.001699826623361933,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
19,fixed_lr_7p5e-6,7.5e-06,0.3895568084709362,0.0010328246550247444,0.3901858887448155,0.0006290802738793122,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
19,fixed_lr_9e-6,9e-06,0.3878626621272201,-0.0033213666483292714,0.3871045741806165,-0.0007580879466035917,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
19,fixed_lr_10p5e-6,1.05e-05,0.387542232862723,-0.0020382708572733166,0.3869790839392202,-0.0005631489235027876,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
19,fixed_lr_12e-6,1.2e-05,0.3855230738567243,0.00014706581265250263,0.3854194679261109,-0.00010360593061331524,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
19,fixed_lr_14e-6,1.4e-05,0.3792831174498875,0.0023095286727825015,0.3809994184859567,0.0017163010360691788,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
20,fixed_lr_3e-6,3e-06,0.40139878749496294,0.0007087529591545128,0.40331606460288955,0.001917277107926607,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
20,fixed_lr_4p5e-6,4.5e-06,0.3968198203408715,0.0008808720494334343,0.3975911939433245,0.000771373602452996,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
20,fixed_lr_6e-6,6e-06,0.3892256132397737,0.0013141125536059728,0.39073258282825774,0.001506969588483953,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
20,fixed_lr_7p5e-6,7.5e-06,0.38797181275203857,0.0015849957188976416,0.3890788507484271,0.0011070379963884491,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
20,fixed_lr_9e-6,9e-06,0.385807812560017,0.0020548495672030875,0.3864561933703168,0.0006483808102997202,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
20,fixed_lr_10p5e-6,1.05e-05,0.38634240367822004,0.001199829184502954,0.3866607438087201,0.00031834013050008325,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
20,fixed_lr_12e-6,1.2e-05,0.3803365426765063,0.005186531180218001,0.3828780053013086,0.0025414626248023153,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
20,fixed_lr_14e-6,1.4e-05,0.37801571679857165,0.0012674006513158642,0.3795075676422642,0.0014918508436925215,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
21,fixed_lr_3e-6,3e-06,0.3992241999574826,0.0021745875374803436,0.40127013228018604,0.002045932322703503,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
21,fixed_lr_4p5e-6,4.5e-06,0.3954355704779979,0.00138424986287361,0.3965133822106612,0.001077811732663303,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
21,fixed_lr_6e-6,6e-06,0.3899279096834533,-0.0007022964436795842,0.39033024625585555,0.00040233657240218434,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
21,fixed_lr_7p5e-6,7.5e-06,0.3880250831353239,-5.327038328534206e-05,0.3885519669418755,0.0005268838065515813,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
21,fixed_lr_9e-6,9e-06,0.3857957414047742,1.2071155242820986e-05,0.38612596738754545,0.0003302259827713261,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
21,fixed_lr_10p5e-6,1.05e-05,0.3838626045442093,0.0024797991340107517,0.38526167417646473,0.0013990696322553897,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
21,fixed_lr_12e-6,1.2e-05,0.37971128928800885,0.0006252533884974487,0.38129464729465873,0.001583358006649882,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
21,fixed_lr_14e-6,1.4e-05,0.3754724192563724,0.00254329754219923,0.37748999344931833,0.002017574192945848,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
22,fixed_lr_3e-6,3e-06,0.39933390205119274,-0.00010970209371014006,0.40030201716568936,0.0009681151144966815,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
22,fixed_lr_4p5e-6,4.5e-06,0.38871363852776325,0.0067219319502346275,0.3926135103692122,0.0038998718414489653,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
22,fixed_lr_6e-6,6e-06,0.3884256888021984,0.001502220881254901,0.389377967529027,0.0009522787268285704,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
22,fixed_lr_7p5e-6,7.5e-06,0.3867697118180256,0.0012553713172983039,0.38766083937995055,0.0008911275619249426,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
22,fixed_lr_9e-6,9e-06,0.38422423681350887,0.0015715045912653158,0.3851751021005272,0.0009508652870182654,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
22,fixed_lr_10p5e-6,1.05e-05,0.37935813834642196,0.004504466197787327,0.38230990626144334,0.002951767915021386,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
22,fixed_lr_12e-6,1.2e-05,0.37625178725705233,0.0034595020309565183,0.37877321727585556,0.0025214300188031724,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
22,fixed_lr_14e-6,1.4e-05,0.3755590889571743,-8.666970080190017e-05,0.3765245412032463,0.0009654522460720294,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
23,fixed_lr_3e-6,3e-06,0.3981928113589621,0.0011410906922306174,0.39924741426232574,0.0010546029033636217,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
23,fixed_lr_4p5e-6,4.5e-06,0.3905949464225715,-0.0018813078948082262,0.3916042283958918,0.0010092819733203973,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
23,fixed_lr_6e-6,6e-06,0.3876670549683595,0.0007586338338388954,0.38852251124869325,0.0008554562803337329,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
23,fixed_lr_7p5e-6,7.5e-06,0.38635133796965354,0.0004183738483720667,0.387006088674802,0.0006547507051485324,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
23,fixed_lr_9e-6,9e-06,0.38585881024887675,-0.001634573435367881,0.38551695617470194,-0.0003418540741747522,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
23,fixed_lr_10p5e-6,1.05e-05,0.3814945800026852,-0.002136441656263255,0.3819022431320643,0.00040766312937906557,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
23,fixed_lr_12e-6,1.2e-05,0.37497621255084057,0.0012755747062117573,0.37687471491334806,0.0018985023625074926,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
23,fixed_lr_14e-6,1.4e-05,0.3741331977771025,0.0014258911800718033,0.3753288694901744,0.0011956717130718886,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
24,fixed_lr_3e-6,3e-06,0.3962572939336297,0.0019355174253324336,0.3977523540979777,0.0014950601643480277,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
24,fixed_lr_4p5e-6,4.5e-06,0.3885125862855582,0.002082360137013295,0.390058407340725,0.0015458210551668183,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
24,fixed_lr_6e-6,6e-06,0.38523571761979936,0.0024313373485601586,0.3868791144342463,0.0016433968144469735,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
24,fixed_lr_7p5e-6,7.5e-06,0.38482808373283933,0.0015232542368142088,0.3859170862038207,0.001089002470981315,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
24,fixed_lr_9e-6,9e-06,0.3826333818726352,0.003225428376241568,0.38407516902366856,0.0014417871510333802,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
24,fixed_lr_10p5e-6,1.05e-05,0.37757010809696856,0.003924471905716653,0.37973617561451645,0.0021660675175478317,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
24,fixed_lr_12e-6,1.2e-05,0.373336888335251,0.0016393242155895438,0.3751058016242995,0.001768913289048546,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
24,fixed_lr_14e-6,1.4e-05,0.37226230434780433,0.0018708934292981927,0.3737955869189894,0.0015332825711850129,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
25,fixed_lr_3e-6,3e-06,0.39782425945916994,-0.0015669655255402537,0.3977883067785738,-3.595268059608525e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
25,fixed_lr_4p5e-6,4.5e-06,0.3901199043131651,-0.001607318027606941,0.39008915582694503,-3.0748486220033566e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
25,fixed_lr_6e-6,6e-06,0.3869489425132273,-0.001713224893427956,0.3869140284737368,-3.4914039490518967e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
25,fixed_lr_7p5e-6,7.5e-06,0.3846789150060102,0.00014916872682912974,0.3852980006049155,0.0006190855989052224,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
25,fixed_lr_9e-6,9e-06,0.3801089677222441,0.0025244141503910633,0.38209206837295634,0.0019831006507122217,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
25,fixed_lr_10p5e-6,1.05e-05,0.37877436412949733,-0.0012042560325287721,0.37925526987200686,0.0004809057425095853,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
25,fixed_lr_12e-6,1.2e-05,0.3759598252800228,-0.002622936944771781,0.37553281345216116,-0.00042701182786164527,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
25,fixed_lr_14e-6,1.4e-05,0.37060584335761904,0.0016564609901852934,0.3722007151383042,0.0015948717806851809,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
26,fixed_lr_3e-6,3e-06,0.39912573849774297,-0.001301479038573028,0.3984570226381584,-0.0006687158595846121,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
26,fixed_lr_4p5e-6,4.5e-06,0.39004194949797105,7.79548151940701e-05,0.390065552662458,2.360316448701827e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
26,fixed_lr_6e-6,6e-06,0.3883139334578777,-0.0013649909446503683,0.38761398096580724,-0.0006999524920704436,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
26,fixed_lr_7p5e-6,7.5e-06,0.3835944959772457,0.001084419028764494,0.3844462482910806,0.0008517523138348859,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
26,fixed_lr_9e-6,9e-06,0.3787680011954167,0.001340966526827414,0.3804300347841865,0.0016620335887698179,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
26,fixed_lr_10p5e-6,1.05e-05,0.37737300683414776,0.00140135729534957,0.3783141383530773,0.0009411315189295499,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
26,fixed_lr_12e-6,1.2e-05,0.3744523031250783,0.001507522154944485,0.37499255828861977,0.0005402551635413921,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
26,fixed_lr_14e-6,1.4e-05,0.3697796926792568,0.0008261506783622252,0.3709902039087805,0.001210511229523703,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
27,fixed_lr_3e-6,3e-06,0.39900810514483326,0.00011763335290970733,0.3987325638914958,-0.0002755412533373969,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
27,fixed_lr_4p5e-6,4.5e-06,0.38933365268843223,0.000708296809538822,0.3896996026754451,0.0003659499870128924,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
27,fixed_lr_6e-6,6e-06,0.3877649667076567,0.0005489667502209805,0.38768947383673197,-7.549287092473156e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
27,fixed_lr_7p5e-6,7.5e-06,0.3853312494044643,-0.0017367534272185736,0.38488874884777247,-0.0004425005566918716,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
27,fixed_lr_9e-6,9e-06,0.3782833100429033,0.00048469115251342787,0.37935667241354487,0.0010733623706416506,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
27,fixed_lr_10p5e-6,1.05e-05,0.37683558840099374,0.0005374184331540244,0.3775748633770355,0.0007392749760418149,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
27,fixed_lr_12e-6,1.2e-05,0.37389360569849456,0.0005586974265837652,0.37444308199355714,0.0005494762950626342,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
27,fixed_lr_14e-6,1.4e-05,0.3695441396388567,0.00023555304040012714,0.3702671717738186,0.0007230321349618873,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
28,fixed_lr_3e-6,3e-06,0.3976489962360166,0.0013591089088166308,0.3981907800637562,0.000541783827739617,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
28,fixed_lr_4p5e-6,4.5e-06,0.3881540810402226,0.001179571648209643,0.3889268418578339,0.0007727608176112399,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
28,fixed_lr_6e-6,6e-06,0.38584029464642866,0.0019246720612280388,0.3867648842415803,0.0009245895951516814,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
28,fixed_lr_7p5e-6,7.5e-06,0.38473259876736077,0.000598650637103515,0.3848106738075666,7.807504020584943e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
28,fixed_lr_9e-6,9e-06,0.3788321251170034,-0.0005488150741001507,0.3790943987652742,0.00026227364827069444,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
28,fixed_lr_10p5e-6,1.05e-05,0.37627967189468486,0.0005559165063088733,0.37692726763586015,0.0006475957411753441,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
28,fixed_lr_12e-6,1.2e-05,0.3723803040487326,0.0015133016497619334,0.37341169302114485,0.0010313889724122838,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
28,fixed_lr_14e-6,1.4e-05,0.36922170745976995,0.00032243217908672905,0.36974443961679426,0.0005227321570243637,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
29,fixed_lr_3e-6,3e-06,0.3967417748674769,0.0009072213685397124,0.3974662774656166,0.0007245025981396092,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
29,fixed_lr_4p5e-6,4.5e-06,0.38805312006977793,0.00010096097044465235,0.38848998096380594,0.00043686089402794615,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
29,fixed_lr_6e-6,6e-06,0.3846560622846599,0.0011842323617687334,0.38571047326312013,0.0010544109784601519,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
29,fixed_lr_7p5e-6,7.5e-06,0.383041692185315,0.0016909065820457925,0.38392618299644077,0.0008844908111258487,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
29,fixed_lr_9e-6,9e-06,0.37473264290298436,0.004099482214019068,0.37691352083412927,0.002180877931144909,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
29,fixed_lr_10p5e-6,1.05e-05,0.37649527969589536,-0.0002156078012104934,0.37671127366587775,0.00021599396998239762,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
29,fixed_lr_12e-6,1.2e-05,0.3736404332371608,-0.0012601291884281607,0.3735260631291528,-0.00011437010800796621,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
29,fixed_lr_14e-6,1.4e-05,0.3699772460917612,-0.0007555386319912372,0.3698608428542777,-0.00011640323748346448,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
30,fixed_lr_3e-6,3e-06,0.3956811194438175,0.0010606554236594068,0.396573698454717,0.0008925790108995635,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
30,fixed_lr_4p5e-6,4.5e-06,0.38758322544544954,0.000469894624328393,0.38803660320462774,0.00045337775917819734,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
30,fixed_lr_6e-6,6e-06,0.38443026081644494,0.00022580146821499225,0.38507036703978254,0.0006401062233375998,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
30,fixed_lr_7p5e-6,7.5e-06,0.38298464021981715,5.705196549782299e-05,0.38345541160812896,0.0004707713883118081,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
30,fixed_lr_9e-6,9e-06,0.37602552173014875,-0.0012928788271643898,0.376469521282139,0.00044399955199025953,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
30,fixed_lr_10p5e-6,1.05e-05,0.37645315476691177,4.2124928983588994e-05,0.37658221421639476,0.0001290594494829933,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
30,fixed_lr_12e-6,1.2e-05,0.3723769823367606,0.0012634509004001981,0.37295152273295673,0.0005745403961960882,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
30,fixed_lr_14e-6,1.4e-05,0.3705795022849744,-0.0006022561932131909,0.370220172569626,-0.00035932971534829994,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
31,fixed_lr_3e-6,3e-06,0.39542096470406557,0.0002601547397519388,0.3959973315793913,0.0005763668753256956,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
31,fixed_lr_4p5e-6,4.5e-06,0.3882327462760776,-0.0006495208306280809,0.3881346747403527,-9.807153572494176e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
31,fixed_lr_6e-6,6e-06,0.3849154009621895,-0.0004851401457445781,0.384992884000986,7.748303879651086e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
31,fixed_lr_7p5e-6,7.5e-06,0.3809509547876566,0.002033685432160537,0.3822031831978928,0.0012522284102361447,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
31,fixed_lr_9e-6,9e-06,0.37594996742944226,7.555430070649294e-05,0.37620974435579063,0.00025977692634837624,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
31,fixed_lr_10p5e-6,1.05e-05,0.3758017377822372,0.0006514169846745799,0.376191975999316,0.0003902382170787866,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
31,fixed_lr_12e-6,1.2e-05,0.3713216560605393,0.0010553262762212912,0.372136589396748,0.0008149333362087452,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
31,fixed_lr_14e-6,1.4e-05,0.36986094960837973,0.0007185526765946526,0.37004056108900285,0.00017961148062317633,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
32,fixed_lr_3e-6,3e-06,0.3887215634299939,0.006699401274071648,0.39235944750469265,0.003637884074698672,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
32,fixed_lr_4p5e-6,4.5e-06,0.38810301453983403,0.00012973173624358791,0.3881188446400934,1.583010025929532e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
32,fixed_lr_6e-6,6e-06,0.38447466471921415,0.0004407362429753592,0.3847337743601001,0.000259109640885935,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
32,fixed_lr_7p5e-6,7.5e-06,0.3793322960729492,0.0016186587147073994,0.380767739635421,0.0014354435624718276,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
32,fixed_lr_9e-6,9e-06,0.3760659562053809,-0.00011598877593865797,0.3761378502805858,7.189407520485913e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
32,fixed_lr_10p5e-6,1.05e-05,0.375582638175866,0.00021909960637117587,0.375887307087591,0.00030466891172498123,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
32,fixed_lr_12e-6,1.2e-05,0.37352093355338745,-0.0021992774928481507,0.3728287614750677,-0.0006921720783197305,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
32,fixed_lr_14e-6,1.4e-05,0.374209319860465,-0.004348370252085287,0.37212494047473393,-0.0020843793857310833,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
33,fixed_lr_3e-6,3e-06,0.38980040482608863,-0.0010788413960947096,0.39107992616539067,0.001279521339301981,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
33,fixed_lr_4p5e-6,4.5e-06,0.38628535300651096,0.0018176615333230783,0.38720209882330214,0.0009167458167912423,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
33,fixed_lr_6e-6,6e-06,0.38440760246126515,6.706225794900211e-05,0.38457068841068265,0.0001630859494174408,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
33,fixed_lr_7p5e-6,7.5e-06,0.3814050365677932,-0.002072740494843961,0.3810863881016071,-0.0003186484661861222,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
33,fixed_lr_9e-6,9e-06,0.3746238016014735,0.0014421546039073974,0.3753808259410296,0.000757024339556156,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
33,fixed_lr_10p5e-6,1.05e-05,0.37219124636399553,0.003391391811870481,0.3740392767257933,0.0018480303617977034,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
33,fixed_lr_12e-6,1.2e-05,0.37302018707361656,0.000500746479770886,0.37292447427434217,-9.571279927444998e-05,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
33,fixed_lr_14e-6,1.4e-05,0.3713959473297722,0.0028133725306928037,0.37176044390225305,0.00036449657248088796,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
34,fixed_lr_3e-6,3e-06,0.3895293895819719,0.0002710152441167124,0.3903046578736813,0.0007752682917093745,flat,0,keep,metric trend is flat or unavailable,True,passed,3e-06,3e-06,False
34,fixed_lr_4p5e-6,4.5e-06,0.3868268360122671,-0.0005414830057561271,0.3870144674177846,0.00018763140551752988,flat,0,keep,metric trend is flat or unavailable,True,passed,4.5e-06,4.5e-06,False
34,fixed_lr_6e-6,6e-06,0.3851193929645261,-0.0007117905032609229,0.3848450406876044,-0.000274352276921741,flat,0,keep,metric trend is flat or unavailable,True,passed,6e-06,6e-06,False
34,fixed_lr_7p5e-6,7.5e-06,0.3766777814289962,0.00472725513879696,0.37888208476530166,0.0022043033363054465,flat,0,keep,metric trend is flat or unavailable,True,passed,7.5e-06,7.5e-06,False
34,fixed_lr_9e-6,9e-06,0.3759026604505338,-0.0012788588490602604,0.3756417431957817,-0.00026091725475207994,flat,0,keep,metric trend is flat or unavailable,True,passed,9e-06,9e-06,False
34,fixed_lr_10p5e-6,1.05e-05,0.3696709883283687,0.0025202580356268323,0.371855132527081,0.002184144198712268,flat,0,keep,metric trend is flat or unavailable,True,passed,1.05e-05,1.05e-05,False
34,fixed_lr_12e-6,1.2e-05,0.3723738237863174,0.0006463632872991676,0.37264914903032975,0.0002753252440124143,flat,0,keep,metric trend is flat or unavailable,True,passed,1.2e-05,1.2e-05,False
34,fixed_lr_14e-6,1.4e-05,0.3715461708254064,-0.00015022349563420523,0.37165330736382973,0.00010713653842331361,flat,0,keep,metric trend is flat or unavailable,True,passed,1.4e-05,1.4e-05,False
